Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
AMD Radeon Vega 8 Mobile,GPU,2017-10-26,14.0,65.0,210.0,4940.0,300.0,GF,AMD,2255.0,1127.0,70.46
AMD Radeon HD 8470D IGP,GPU,2013-07-29,32.0,65.0,246.0,1303.0,800.0,TSMC,AMD,,307.2,
NVIDIA GeForce4 MX 440,GPU,2002-02-06,150.0,,65.0,29.0,275.0,TSMC,NVIDIA,,,
ATI Mobility Radeon 9000 IGP,GPU,2003-05-01,150.0,,92.0,76.0,222.0,Unknown,ATI,,,
NVIDIA Tesla K40t,GPU,2013-11-22,28.0,245.0,561.0,7080.0,745.0,TSMC,NVIDIA,,5046.0,1682.0
NVIDIA GeForce RTX 2070 Mobile Refresh,GPU,2020-03-04,12.0,115.0,445.0,10800.0,1260.0,TSMC,NVIDIA,13410.0,6705.0,209.5
Intel HD Graphics 4400,GPU,2013-09-03,22.0,20.0,,,200.0,Intel,Intel,,304.0,76.0
NVIDIA Quadro P620,GPU,2018-02-01,14.0,40.0,132.0,3300.0,1266.0,Samsung,NVIDIA,21.66,1386.0,43.33
AMD Radeon RX 560X Mobile,GPU,2018-04-11,14.0,65.0,123.0,3000.0,1275.0,GF,AMD,2611.0,2611.0,163.2
NVIDIA GeForce2 PRO,GPU,2000-12-05,150.0,,88.0,25.0,200.0,TSMC,NVIDIA,,,
AMD Radeon HD 6350M,GPU,2010-11-26,40.0,7.0,59.0,292.0,500.0,TSMC,AMD,,80.0,
AMD Radeon RX 5700,GPU,2019-07-07,7.0,180.0,251.0,10300.0,1465.0,TSMC,AMD,15900.0,7949.0,496.8
NVIDIA GRID M60-1Q,GPU,2015-08-30,28.0,225.0,398.0,5200.0,557.0,TSMC,NVIDIA,,4825.0,150.8
ATI Mobility Radeon HD 4350,GPU,2009-01-09,55.0,,73.0,242.0,450.0,TSMC,ATI,,72.0,
AMD Radeon HD 6330M,GPU,2010-11-26,40.0,7.0,59.0,292.0,500.0,TSMC,AMD,,80.0,
NVIDIA GeForce 7600 GT Mac Edition,GPU,2006-09-02,90.0,40.0,125.0,177.0,560.0,TSMC,NVIDIA,,,
NVIDIA GeForce GT 650M Mac Edition,GPU,2012-07-12,28.0,45.0,118.0,1270.0,900.0,TSMC,NVIDIA,,691.2,28.8
ATI FireGL 9600 T2-128,GPU,2003-10-01,130.0,,76.0,60.0,398.0,TSMC,ATI,,,
NVIDIA GeForce FX Go5200 32M,GPU,2003-03-01,150.0,,124.0,45.0,200.0,TSMC,NVIDIA,,,
AMD Radeon HD 8330 Mobile IGP,GPU,2013-08-13,28.0,15.0,110.0,1178.0,497.0,TSMC,AMD,,127.2,7.952
NVIDIA GeForce 8800 GS,GPU,2008-01-31,65.0,105.0,324.0,754.0,550.0,TSMC,NVIDIA,,264.0,
NVIDIA GeForce 6200 AGP,GPU,2005-04-04,110.0,,110.0,75.0,350.0,TSMC,NVIDIA,,,
AMD Radeon R7 M365X,GPU,2015-05-05,28.0,,56.0,690.0,900.0,TSMC,AMD,,737.3,46.08
ATI Radeon HD 2900 GT,GPU,2007-11-06,80.0,150.0,420.0,720.0,601.0,TSMC,ATI,,288.5,
NVIDIA GeForce GTX 560M,GPU,2011-05-30,40.0,75.0,238.0,1170.0,775.0,TSMC,NVIDIA,,595.2,49.6
AMD Radeon Pro 570X,GPU,2019-03-18,14.0,150.0,232.0,5700.0,1000.0,GF,AMD,3960.0,3960.0,247.5
NVIDIA Quadro FX 2800M,GPU,2009-12-01,65.0,75.0,324.0,754.0,600.0,TSMC,NVIDIA,,288.0,
NVIDIA GeForce GTX 770M,GPU,2013-05-30,28.0,75.0,221.0,2540.0,706.0,TSMC,NVIDIA,,1530.0,63.76
ATI Radeon X600 XT,GPU,2004-09-01,130.0,25.0,92.0,75.0,500.0,TSMC,ATI,,,
AMD Radeon Pro V320,GPU,2017-06-29,14.0,230.0,495.0,12500.0,852.0,GF,AMD,16379.999999999998,8192.0,512.0
ATI All-In-Wonder X600 PRO,GPU,2005-07-01,110.0,,74.0,107.0,400.0,TSMC,ATI,,,
ATI Radeon X800 PRO AGP,GPU,2004-05-01,130.0,48.0,281.0,160.0,475.0,TSMC,ATI,,,
ATI Mobility Radeon X1450,GPU,2006-09-18,80.0,,100.0,107.0,550.0,UMC,ATI,,,
NVIDIA Quadro FX 3000G,GPU,2003-07-22,130.0,,207.0,135.0,400.0,TSMC,NVIDIA,,,
NVIDIA Quadro FX 1700M,GPU,2008-10-01,65.0,50.0,144.0,314.0,625.0,UMC,NVIDIA,,99.2,
ATI Radeon HD 5570 OEM,GPU,2010-02-09,40.0,39.0,104.0,627.0,550.0,TSMC,ATI,,352.0,
ATI Mobility Radeon HD 4225 IGP,GPU,2010-05-01,55.0,9.0,67.0,181.0,380.0,Unknown,ATI,,30.4,
NVIDIA GeForce GTX 1660 Ti Max-Q,GPU,2019-04-23,12.0,,284.0,6600.0,1140.0,TSMC,NVIDIA,8202.0,4101.0,128.2
AMD Radeon HD 8510 OEM,GPU,2013-07-23,40.0,60.0,118.0,716.0,650.0,TSMC,AMD,,624.0,
NVIDIA Quadro FX 1300,GPU,2004-08-09,130.0,55.0,207.0,135.0,350.0,TSMC,NVIDIA,,,
ATI Radeon HD 4200 IGP,GPU,2009-08-01,55.0,,67.0,181.0,500.0,Unknown,ATI,,40.0,
NVIDIA GeForce Go 6800 Ultra,GPU,2005-02-24,130.0,89.0,225.0,222.0,450.0,TSMC,NVIDIA,,,
NVIDIA GeForce GT 610 PCIe x1,GPU,2012-04-02,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA,,155.5,12.96
NVIDIA GeForce GT 330 OEM,GPU,2010-02-02,40.0,75.0,144.0,727.0,550.0,TSMC,NVIDIA,,257.3,
NVIDIA GRID K120Q,GPU,2014-07-02,28.0,130.0,118.0,1270.0,850.0,TSMC,NVIDIA,,326.4,13.6
AMD Radeon R7 A360,GPU,2015-01-01,28.0,,125.0,1550.0,900.0,TSMC,AMD,,752.6,
NVIDIA Quadro K5000 SYNC,GPU,2013-01-25,28.0,122.0,294.0,3540.0,706.0,TSMC,NVIDIA,,2169.0,90.37
NVIDIA P106-100,GPU,2017-06-19,16.0,120.0,200.0,4400.0,1506.0,TSMC,NVIDIA,68.36,4375.0,136.7
ATI Radeon HD 3850 X2,GPU,2008-04-04,55.0,140.0,192.0,666.0,669.0,TSMC,ATI,,428.2,85.63
ATI Mobility FireGL V5700,GPU,2008-01-07,55.0,,135.0,378.0,600.0,TSMC,ATI,,144.0,
ATI Radeon HD 2950 PRO,GPU,NaT,55.0,75.0,192.0,666.0,600.0,TSMC,ATI,,384.0,76.8
AMD FirePro A320,GPU,2012-06-06,32.0,100.0,246.0,1303.0,800.0,TSMC,AMD,,733.4,
ATI FirePro M5725,GPU,2009-01-09,55.0,35.0,146.0,514.0,675.0,TSMC,ATI,,432.0,
ATI Radeon HD 5690,GPU,2011-02-01,40.0,64.0,104.0,627.0,775.0,TSMC,ATI,,620.0,
ATI Radeon HD 3830,GPU,2008-04-01,55.0,75.0,192.0,666.0,668.0,TSMC,ATI,,427.5,85.5
AMD Radeon HD 7490M,GPU,2012-01-07,40.0,9.0,67.0,370.0,800.0,TSMC,AMD,,256.0,
NVIDIA GeForce PCX 5900,GPU,2003-03-17,130.0,,207.0,135.0,350.0,TSMC,NVIDIA,,,
NVIDIA GeForce 6600 GT,GPU,2004-08-12,110.0,,154.0,146.0,500.0,TSMC,NVIDIA,,,
AMD Radeon HD 8670M,GPU,2013-03-01,28.0,,77.0,950.0,775.0,TSMC,AMD,,633.6,
NVIDIA Quadro K6000 SDI,GPU,2013-07-23,28.0,239.0,561.0,7080.0,902.0,TSMC,NVIDIA,,5196.0,1732.0
AMD Radeon HD 7590M,GPU,2012-01-07,40.0,18.0,104.0,716.0,600.0,TSMC,AMD,,576.0,
NVIDIA GeForce 8200,GPU,2007-04-17,80.0,40.0,127.0,210.0,500.0,Unknown,NVIDIA,,38.4,
ATI Radeon X1900 G5 Mac Edition,GPU,2006-11-06,90.0,75.0,352.0,384.0,575.0,TSMC,ATI,,,
NVIDIA GeForce GT 220 OEM,GPU,2009-10-12,40.0,58.0,144.0,727.0,506.0,TSMC,NVIDIA,,97.15,
AMD Radeon RX Vega 11 Mobile,GPU,2019-10-22,14.0,15.0,210.0,4940.0,300.0,GF,AMD,3942.0,1971.0,123.2
NVIDIA GeForce 8300 GS,GPU,2007-04-17,80.0,40.0,127.0,210.0,459.0,TSMC,NVIDIA,,14.69,
NVIDIA Tesla V100 SXM3 32 GB,GPU,2018-03-27,12.0,250.0,815.0,21100.0,1290.0,TSMC,NVIDIA,31330.0,15670.0,7834.0
NVIDIA GeForce 9800M GS,GPU,2008-11-01,65.0,60.0,240.0,505.0,530.0,TSMC,NVIDIA,,169.6,
Intel Iris Plus Graphics 655,GPU,2018-04-03,14.0,15.0,,,300.0,Intel,Intel,1613.0,806.4,201.6
AMD Radeon HD 6770M,GPU,2011-01-04,40.0,35.0,104.0,716.0,725.0,TSMC,AMD,,696.0,
AMD Radeon HD 6830M,GPU,2011-01-04,40.0,39.0,166.0,1040.0,575.0,TSMC,AMD,,920.0,
AMD Radeon HD 6530M,GPU,2010-11-26,40.0,26.0,104.0,627.0,450.0,TSMC,AMD,,360.0,
Intel Iris Plus Graphics G7,GPU,2020-05-04,10.0,15.0,,,300.0,Intel,Intel,2150.0,1075.0,268.8
ATI Radeon HD 4750,GPU,2009-09-09,40.0,100.0,137.0,826.0,730.0,TSMC,ATI,,934.4,186.9
NVIDIA GeForce GT 415 OEM,GPU,2010-09-03,40.0,32.0,100.0,486.0,625.0,TSMC,NVIDIA,,130.6,
NVIDIA GeForce MX130,GPU,2017-11-17,28.0,30.0,,,1109.0,TSMC,NVIDIA,,913.2,28.54
NVIDIA GeForce FX 5200,GPU,2003-03-06,150.0,,124.0,45.0,250.0,TSMC,NVIDIA,,,
NVIDIA GeForce GT 430 OEM,GPU,2010-10-11,40.0,49.0,116.0,585.0,700.0,TSMC,NVIDIA,,268.8,22.4
NVIDIA GeForce GTX 460,GPU,2010-07-12,40.0,160.0,332.0,1950.0,675.0,TSMC,NVIDIA,,907.2,75.6
ATI Radeon HD 3450 X2,GPU,2007-12-10,55.0,50.0,67.0,181.0,600.0,TSMC,ATI,,48.0,
AMD Radeon RX Vega M GL,GPU,2018-02-01,14.0,65.0,208.0,5000.0,931.0,GF,AMD,2588.0,2588.0,161.8
Intel HD Graphics 5500,GPU,2014-09-05,14.0,15.0,,,300.0,Intel,Intel,,326.4,81.6
NVIDIA Quadro K2200M,GPU,2014-07-19,28.0,65.0,148.0,1870.0,667.0,TSMC,NVIDIA,,853.8,26.68
AMD Radeon HD 7420G IGP,GPU,2012-06-06,32.0,35.0,246.0,1303.0,480.0,TSMC,AMD,,167.7,
ATI Radeon HD 5570,GPU,2010-02-09,40.0,39.0,104.0,627.0,650.0,TSMC,ATI,,520.0,
AMD Radeon HD 6450,GPU,2011-04-07,40.0,18.0,67.0,370.0,625.0,TSMC,AMD,,200.0,
ATI Radeon Xpress 1200 IGP,GPU,2007-02-28,80.0,,73.0,120.0,400.0,Unknown,ATI,,,
NVIDIA GeForce GT 755M,GPU,2013-06-25,28.0,50.0,118.0,1270.0,980.0,TSMC,NVIDIA,,752.6,31.36
NVIDIA Tesla P100 DGXS,GPU,2016-04-05,16.0,300.0,610.0,15300.0,1328.0,TSMC,NVIDIA,21220.0,10610.0,5304.0
AMD Radeon RX 6800M,GPU,2021-01-01,7.0,230.0,335.0,17200.0,2321.0,TSMC,AMD,26430.0,13210.0,825.9
NVIDIA Quadro 400,GPU,2011-04-05,40.0,32.0,100.0,486.0,450.0,TSMC,NVIDIA,,108.0,
NVIDIA GeForce4 410 Go,GPU,2002-02-06,150.0,,65.0,29.0,200.0,TSMC,NVIDIA,,,
Intel Iris Pro Graphics 6200,GPU,2014-09-05,14.0,15.0,,,300.0,Intel,Intel,,844.8,211.2
AMD Radeon Pro Vega 64,GPU,2017-06-27,14.0,250.0,495.0,12500.0,1250.0,GF,AMD,22120.0,11060.0,691.2
AMD Radeon R9 A375,GPU,2015-01-01,28.0,,123.0,1500.0,900.0,TSMC,AMD,,1184.0,
ATI Radeon X800 GTO,GPU,2005-11-01,130.0,49.0,297.0,160.0,400.0,TSMC,ATI,,,
ATI Radeon X800 CrossFire Edition,GPU,2005-10-28,130.0,,289.0,160.0,500.0,TSMC,ATI,,,
AMD Radeon 535 Mobile,GPU,2017-04-18,28.0,50.0,125.0,1550.0,730.0,TSMC,AMD,786.4,786.4,49.15
NVIDIA GeForce 9300M G,GPU,2008-02-01,80.0,13.0,127.0,210.0,400.0,TSMC,NVIDIA,,25.6,
AMD Radeon HD 7790,GPU,2013-03-22,28.0,85.0,160.0,2080.0,1000.0,TSMC,AMD,,1792.0,112.0
NVIDIA GeForce 6800 LE,GPU,2004-07-21,130.0,,287.0,222.0,300.0,TSMC,NVIDIA,,,
AMD Radeon RX 560 Mobile,GPU,2017-01-05,14.0,65.0,123.0,3000.0,1090.0,GF,AMD,2462.0,2462.0,153.9
NVIDIA Quadro NVS 140M,GPU,2007-05-09,80.0,10.0,127.0,210.0,400.0,TSMC,NVIDIA,,25.6,
NVIDIA GeForce GTX 260,GPU,2008-06-16,65.0,182.0,576.0,1400.0,576.0,TSMC,NVIDIA,,476.9,59.62
ATI Mobility Radeon HD 3470,GPU,2008-01-07,55.0,,67.0,181.0,680.0,TSMC,ATI,,54.4,
NVIDIA GeForce GT 240,GPU,2009-11-17,40.0,69.0,144.0,727.0,550.0,TSMC,NVIDIA,,257.3,
NVIDIA GeForce GT 610,GPU,2012-04-02,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA,,155.5,12.96
ATI Mobility Radeon HD 5145,GPU,2010-01-07,55.0,15.0,73.0,242.0,720.0,TSMC,ATI,,115.2,
NVIDIA Quadro FX 1700 Mac Edition,GPU,2008-09-27,80.0,42.0,169.0,289.0,520.0,TSMC,NVIDIA,,66.56,
ATI Mobility Radeon-P,GPU,2001-12-01,180.0,,115.0,30.0,166.0,TSMC,ATI,,,
AMD Radeon 550X,GPU,2019-03-27,14.0,50.0,103.0,2200.0,1082.0,GF,AMD,1247.0,1247.0,77.95
NVIDIA Quadro K4000M,GPU,2012-06-01,28.0,100.0,294.0,3540.0,601.0,TSMC,NVIDIA,,1154.0,48.08
NVIDIA Tesla M2050,GPU,2011-07-25,40.0,225.0,529.0,3100.0,575.0,TSMC,NVIDIA,,1030.0,515.2
AMD Radeon R9 M280X,GPU,2015-02-05,28.0,,160.0,2080.0,1000.0,TSMC,AMD,,1971.0,123.2
NVIDIA GeForce PCX 5300,GPU,2004-02-17,150.0,,91.0,45.0,250.0,TSMC,NVIDIA,,,
ATI Radeon VE PCI,GPU,2001-02-19,180.0,23.0,115.0,30.0,183.0,TSMC,ATI,,,
NVIDIA GeForce GTX 1080 Ti 10 GB,GPU,NaT,16.0,250.0,471.0,11800.0,1557.0,TSMC,NVIDIA,167.0,10690.0,334.0
NVIDIA GeForce RTX 3060,GPU,2021-01-12,8.0,170.0,276.0,13250.0,1320.0,Samsung,NVIDIA,12740.0,12740.0,199.0
NVIDIA Tesla M10,GPU,2016-05-18,28.0,225.0,148.0,1870.0,1033.0,TSMC,NVIDIA,,1672.0,52.24
NVIDIA GeForce 7025 + nForce 630a,GPU,2006-02-01,90.0,,81.0,112.0,425.0,Unknown,NVIDIA,,,
NVIDIA GeForce GTX 760A,GPU,2014-03-17,28.0,55.0,221.0,2540.0,628.0,TSMC,NVIDIA,,1009.0,42.05
NVIDIA GeForce RTX 2060 Mobile,GPU,2019-01-29,12.0,115.0,445.0,10800.0,960.0,TSMC,NVIDIA,9216.0,4608.0,144.0
AMD FirePro W5000 DVI,GPU,2013-02-25,28.0,75.0,212.0,2800.0,825.0,TSMC,AMD,,1267.0,79.2
Intel Iris Plus Graphics 645,GPU,2019-10-07,14.0,15.0,,,300.0,Intel,Intel,1613.0,806.4,201.6
3dfx Spectre 3000,GPU,NaT,,60.0,131.0,30.0,200.0,TSMC,Other,,,
NVIDIA Quadro RTX 6000,GPU,2018-08-13,12.0,260.0,754.0,18600.0,1440.0,TSMC,NVIDIA,32620.0,16309.999999999998,509.8
NVIDIA GeForce RTX 2070 SUPER,GPU,2019-07-09,12.0,215.0,545.0,13600.0,1605.0,TSMC,NVIDIA,18120.0,9062.0,283.2
ATI Radeon HD 2900 XT,GPU,2007-05-14,80.0,215.0,420.0,720.0,743.0,TSMC,ATI,,475.5,
Intel Xe DG1-SDV,GPU,NaT,10.0,75.0,77.0,,900.0,Intel,Intel,4608.0,2304.0,576.0
NVIDIA GeForce 9600 GT Mac Edition,GPU,2008-12-22,65.0,95.0,240.0,505.0,600.0,TSMC,NVIDIA,,192.0,
ATI Radeon X800,GPU,2004-12-01,110.0,30.0,240.0,160.0,400.0,TSMC,ATI,,,
ATI FirePro V7770,GPU,2012-01-01,55.0,76.0,256.0,956.0,625.0,TSMC,ATI,,1000.0,
AMD Radeon R5 M420,GPU,2016-05-15,28.0,,56.0,690.0,780.0,TSMC,AMD,,544.0,34.0
NVIDIA Quadro K500M,GPU,2012-06-01,28.0,35.0,118.0,1270.0,850.0,TSMC,NVIDIA,,326.4,13.6
AMD Radeon R7 350,GPU,2016-07-06,28.0,55.0,123.0,1500.0,800.0,TSMC,AMD,,819.2,51.2
NVIDIA GeForce2 GTS PRO,GPU,2000-04-26,150.0,,88.0,25.0,200.0,TSMC,NVIDIA,,,
ATI Mobility Radeon HD 4250 IGP,GPU,2010-05-01,55.0,,67.0,181.0,500.0,Unknown,ATI,,44.8,
AMD Radeon HD 7770M,GPU,2012-04-24,28.0,32.0,123.0,1500.0,675.0,TSMC,AMD,,691.2,43.2
NVIDIA Tesla S870,GPU,2007-05-02,90.0,800.0,484.0,681.0,600.0,TSMC,NVIDIA,,345.6,
NVIDIA GeForce G103M,GPU,2009-09-01,65.0,14.0,86.0,210.0,640.0,TSMC,NVIDIA,,25.6,
AMD Radeon HD 6290 IGP,GPU,2011-01-07,40.0,9.0,75.0,450.0,276.0,TSMC,AMD,,44.16,
NVIDIA GeForce 9500 GT Rev. 2,GPU,2008-07-29,65.0,50.0,144.0,314.0,600.0,UMC,NVIDIA,,96.0,
NVIDIA GeForce 705A,GPU,2014-07-01,40.0,15.0,79.0,292.0,475.0,TSMC,NVIDIA,,91.2,7.6
NVIDIA ION,GPU,2008-06-03,65.0,20.0,162.0,282.0,450.0,Unknown,NVIDIA,,35.2,
Intel GMA 600,GPU,2010-05-04,45.0,,62.0,140.0,400.0,Intel,Intel,,25.6,
ATI Radeon HD 3650,GPU,2008-01-20,55.0,65.0,135.0,378.0,725.0,TSMC,ATI,,174.0,
ATI Radeon X800 GTO AGP,GPU,2005-10-01,130.0,49.0,297.0,160.0,400.0,TSMC,ATI,,,
AMD Radeon RX 550X 640SP,GPU,2018-04-11,14.0,60.0,123.0,3000.0,1019.0,GF,AMD,1371.0,1371.0,85.68
NVIDIA GeForce 6150 SE + nForce 430,GPU,2004-10-11,90.0,,,,425.0,Unknown,NVIDIA,,,
AMD Radeon RX 480,GPU,2016-06-29,14.0,150.0,232.0,5700.0,1120.0,GF,AMD,5834.0,5834.0,364.6
ATI Radeon X1650 XT Dual,GPU,2006-10-30,80.0,,230.0,330.0,525.0,TSMC,ATI,,,
ATI FireMV 2260 PCIe x1,GPU,2008-01-01,55.0,15.0,67.0,181.0,500.0,TSMC,ATI,,40.0,
NVIDIA Quadro FX 3400,GPU,2004-06-28,130.0,101.0,287.0,222.0,350.0,TSMC,NVIDIA,,,
NVIDIA GeForce4 Ti 4200,GPU,2002-02-06,150.0,,142.0,63.0,250.0,TSMC,NVIDIA,,,
NVIDIA Quadro NVS 150M,GPU,2008-08-15,65.0,10.0,86.0,210.0,530.0,TSMC,NVIDIA,,20.8,
ATI Mobility Radeon,GPU,2001-12-01,180.0,,115.0,30.0,144.0,TSMC,ATI,,,
NVIDIA GeForce 8400 SE,GPU,2008-08-01,80.0,50.0,127.0,210.0,459.0,TSMC,NVIDIA,,29.38,
ATI FirePro 2260 PCI,GPU,2008-01-01,55.0,15.0,67.0,181.0,500.0,TSMC,ATI,,40.0,
AMD FirePro W7000,GPU,2012-06-13,28.0,150.0,212.0,2800.0,950.0,TSMC,AMD,,2432.0,152.0
NVIDIA GeForce 6800 GT,GPU,2004-04-14,130.0,,287.0,222.0,350.0,TSMC,NVIDIA,,,
NVIDIA GeForce 6200 LE PCI,GPU,2004-10-11,110.0,,154.0,146.0,300.0,TSMC,NVIDIA,,,
AMD Radeon Graphics 448SP,GPU,2021-01-12,7.0,25.0,156.0,9800.0,300.0,TSMC,AMD,3226.0,1613.0,100.8
NVIDIA GeForce 9600 GSO 512,GPU,2008-10-23,65.0,90.0,240.0,505.0,650.0,TSMC,NVIDIA,,156.0,
AMD Radeon Vega 3 Embedded,GPU,2019-01-01,14.0,10.0,210.0,4940.0,300.0,GF,AMD,922.4,461.2,28.82
Intel Iris Xe MAX Graphics,GPU,2020-10-31,10.0,25.0,77.0,,300.0,Intel,Intel,5069.0,2534.0,633.6
NVIDIA Quadro 500M,GPU,2011-02-22,40.0,35.0,116.0,585.0,700.0,TSMC,NVIDIA,,268.8,22.4
NVIDIA GeForce2 MX + nForce 420,GPU,2001-06-04,180.0,,65.0,20.0,175.0,Unknown,NVIDIA,,,
NVIDIA GeForce GTX 1650 Ti Mobile,GPU,2020-04-02,12.0,50.0,200.0,4700.0,1350.0,TSMC,NVIDIA,6083.0,3041.0,95.04
ATI Radeon 9800 XT,GPU,2003-10-01,150.0,60.0,218.0,117.0,412.0,TSMC,ATI,,,
ATI All-In-Wonder 2006 AGP Edition,GPU,2005-04-29,130.0,,76.0,60.0,324.0,TSMC,ATI,,,
NVIDIA Quadro FX 4800,GPU,2008-11-11,55.0,150.0,470.0,1400.0,602.0,TSMC,NVIDIA,,462.3,57.79
XGI Volari V5,GPU,2003-09-15,130.0,,,90.0,325.0,UMC,Other,,,
AMD FirePro D500,GPU,2014-01-18,28.0,274.0,352.0,4313.0,725.0,TSMC,AMD,,2227.0,556.8
AMD Radeon HD 6770,GPU,2011-01-21,40.0,108.0,166.0,1040.0,850.0,TSMC,AMD,,1360.0,
Intel HD Graphics P4600,GPU,2013-06-01,22.0,84.0,,,350.0,Intel,Intel,,384.0,96.0
NVIDIA GeForce 8100 + nForce 720a,GPU,2007-04-17,80.0,40.0,127.0,210.0,500.0,Unknown,NVIDIA,,38.4,
NVIDIA Tesla K20c,GPU,2012-11-12,28.0,225.0,561.0,7080.0,706.0,TSMC,NVIDIA,,3524.0,1175.0
NVIDIA GeForce GT 730M,GPU,2013-01-20,28.0,33.0,118.0,1270.0,725.0,TSMC,NVIDIA,,556.8,23.2
Intel GMA 3000,GPU,2006-06-01,90.0,13.0,,,667.0,Intel,Intel,,,
NVIDIA GeForce 7900 GS,GPU,2006-05-01,90.0,49.0,196.0,278.0,450.0,TSMC,NVIDIA,,,
NVIDIA GeForce GT 140 OEM,GPU,2009-03-10,55.0,105.0,196.0,505.0,650.0,TSMC,NVIDIA,,208.0,
AMD Radeon R9 M370X Mac Edition,GPU,2015-05-05,28.0,,123.0,1500.0,775.0,TSMC,AMD,,1024.0,64.0
ATI Radeon HD 5550,GPU,2010-02-09,40.0,39.0,104.0,627.0,550.0,TSMC,ATI,,352.0,
ATI Radeon HD 4520,GPU,2009-12-02,55.0,25.0,73.0,242.0,600.0,TSMC,ATI,,96.0,
ATI Mobility Radeon 9500,GPU,2004-06-01,130.0,,92.0,76.0,230.0,TSMC,ATI,,,
ATI Radeon HD 4860,GPU,2009-09-09,55.0,130.0,282.0,959.0,700.0,TSMC,ATI,,896.0,179.2
NVIDIA Quadro K4100M,GPU,2013-07-23,28.0,100.0,294.0,3540.0,706.0,TSMC,NVIDIA,,1627.0,67.78
NVIDIA GeForce GT 750M Mac Edition,GPU,2013-11-08,28.0,50.0,118.0,1270.0,926.0,TSMC,NVIDIA,,711.2,29.63
NVIDIA GeForce 800A,GPU,2014-03-17,40.0,15.0,79.0,292.0,475.0,TSMC,NVIDIA,,91.2,7.6
ATI Radeon 9800 XT Mac Edition,GPU,2004-03-14,150.0,60.0,218.0,117.0,412.0,TSMC,ATI,,,
NVIDIA GeForce GTX 280M,GPU,2009-03-03,65.0,75.0,324.0,754.0,585.0,TSMC,NVIDIA,,374.5,
NVIDIA Quadro FX 3600M,GPU,2008-02-23,65.0,70.0,324.0,754.0,500.0,TSMC,NVIDIA,,160.0,
NVIDIA Quadro RTX 8000,GPU,2018-08-13,12.0,260.0,754.0,18600.0,1395.0,TSMC,NVIDIA,32620.0,16309.999999999998,509.8
AMD Radeon R9 390,GPU,2015-06-18,28.0,275.0,438.0,6200.0,1000.0,TSMC,AMD,,5120.0,640.0
NVIDIA GeForce 9600M GS,GPU,2008-06-03,55.0,20.0,121.0,314.0,430.0,TSMC,NVIDIA,,68.8,
ATI Radeon X1600,GPU,2007-01-01,80.0,27.0,100.0,107.0,635.0,UMC,ATI,,,
ATI Radeon HD 2600 XT,GPU,2007-06-28,65.0,50.0,153.0,390.0,800.0,TSMC,ATI,,192.0,
ATI Radeon HD 3870 X2,GPU,2008-01-26,55.0,165.0,192.0,666.0,825.0,TSMC,ATI,,528.0,105.6
AMD Radeon Pro WX 4130 Mobile,GPU,2017-03-01,14.0,50.0,123.0,3000.0,1002.0,GF,AMD,1348.0,1348.0,84.24
NVIDIA GeForce GT 645M,GPU,2012-10-01,28.0,32.0,118.0,1270.0,709.0,TSMC,NVIDIA,,544.5,22.69
NVIDIA GeForce GTX 850A,GPU,2014-03-17,28.0,45.0,148.0,1870.0,902.0,TSMC,NVIDIA,,1198.0,37.44
NVIDIA GeForce4 Ti 4800 SE,GPU,2003-02-16,150.0,,101.0,36.0,275.0,TSMC,NVIDIA,,,
AMD Radeon RX 550 Mobile,GPU,2017-07-02,14.0,50.0,103.0,2200.0,1100.0,GF,AMD,1647.0,1647.0,103.0
NVIDIA Quadro FX 380M,GPU,2010-01-07,40.0,25.0,57.0,260.0,606.0,TSMC,NVIDIA,,46.98,
NVIDIA Quadro FX 4500,GPU,2005-07-28,110.0,109.0,333.0,302.0,430.0,TSMC,NVIDIA,,,
AMD Radeon HD 7850M,GPU,2012-04-24,28.0,40.0,123.0,1500.0,675.0,TSMC,AMD,,864.0,54.0
AMD Radeon R7 M265,GPU,2014-05-20,28.0,,125.0,1550.0,900.0,TSMC,AMD,752.6,752.6,47.04
ATI Radeon 3100 IGP,GPU,2008-03-04,65.0,,85.0,180.0,350.0,Unknown,ATI,,28.0,
ATI Mobility Radeon HD 4850 X2,GPU,2009-01-09,55.0,,256.0,956.0,500.0,TSMC,ATI,,800.0,160.0
NVIDIA GeForce FX 5500 PCI,GPU,2004-03-17,150.0,,91.0,45.0,270.0,TSMC,NVIDIA,,,
AMD Radeon HD 8550D IGP,GPU,2013-05-23,32.0,65.0,246.0,1303.0,720.0,TSMC,AMD,,432.1,
ATI Radeon X700 PRO AGP,GPU,2004-09-01,110.0,33.0,156.0,120.0,425.0,TSMC,ATI,,,
Matrox Parhelia Precision SGT,GPU,2001-01-01,150.0,,174.0,80.0,200.0,UMC,Other,,,
Intel GMA X3000,GPU,2006-06-01,90.0,13.0,,,667.0,Intel,Intel,,,
AMD Radeon HD 8830M,GPU,2013-04-01,28.0,,123.0,1500.0,575.0,TSMC,AMD,,800.0,50.0
NVIDIA GeForce 9400 GT,GPU,2008-08-27,55.0,50.0,121.0,314.0,550.0,TSMC,NVIDIA,,44.8,
